,OBJECTID,Petition,Petitioner,FromZone,ToZone,Type,SPA,Overlay,INNOV,Acres,PetAcres,Water,Sewer,CityLimit,ZoningMap,ODZ,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Consistent,ProtestPet,Received,Approved,Decision,Hyperlink,Corrective,Propluse,AdminAppr,AdminApprD,AdminApprP,AdminApprC,SFLOTS,THUNITS,CONDOS,APT,TOTUNITS,OFFICE,RETAIL,HOTELRMS,PARKING,OPENSP,ACRESITE,SHAPESTArea,SHAPESTLength,centroid,lat,lng
69,565773,2014-024,Stonehunt Development LLC,UR-2(CD),UR-2(CD),CD,SPA,none,NO,6.76,6.76,CMUD,CMUD,YES,111,,Wedge,Central,Gonzalez_Alberto,Goodwin_Alan,Sanders_Sonja,YES,YES,2013/12/23 00:00:00+00,2014/04/28 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-024.aspx,NO,Resid8,,,,,,,,,,,,,,,,256810.85778808594,3016.549931394316,"{'lng': -80.8306473490854, 'lat': 35.20840575699613}",35.20840575699613,-80.8306473490854
70,565774,2019-102,City of Charlotte,CC,TOD-TR,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,157,,Corridor,South,Scott Correll,Grant Meacci,John Kinley,,,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,3670418.089233398,13015.963693325915,"{'lng': -80.87619718211195, 'lat': 35.106388838756644}",35.106388838756644,-80.87619718211195
71,565775,2004-107,The Charlotte-Mecklenburg Planning Commission,I-2,I-2,NC,no,PED,,3.8195,0.0,CMUD,CMUD,YES,101,94,,Southeast-Transit,Johnson_Garet, ,Waldron_Charlotte,YES, ,2004/06/18 00:00:00+00,2004/11/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,166379.4214477539,1862.306070456677,"{'lng': -80.81644494261026, 'lat': 35.21859682471124}",35.21859682471124,-80.81644494261026
72,565776,2005-094,Samaritan's Purse,I-1(CD),I-1(CD),CD,SPA,,,19.914,18.56,CMUD,CMUD,YES,148,167,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES,,2005/03/21 00:00:00+00,2005/07/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-094%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,867453.0059204102,4424.955691652158,"{'lng': -80.89640785198416, 'lat': 35.143405141827415}",35.143405141827415,-80.89640785198416
73,565777,1999-062C,,B-1,R-4,,no,,,,,,,,,,,,,,,,,,1999/06/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,13446.470947265625,483.6885316872908,"{'lng': -80.79071217024453, 'lat': 35.20902505177816}",35.20902505177816,-80.79071217024453
74,565778,2015-049,"O'Leary Group Waste Systems, LLC",B-2,I-2,NC,no,none,NO,0.16,0.16,CMUD,CMUD,YES,80,,Wedge,Central,Gonzalez_Alberto,Goodwin_Alan,Lyte-Graham_Claire,,NO,2015/02/23 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-049.aspx,,,,,,,,,,,,,,,,,,7362.953002929687,394.8330332978219,"{'lng': -80.87584371692267, 'lat': 35.25788059254891}",35.25788059254891,-80.87584371692267
75,565779,2008-126,Frederick A Watson,B-2,UR-C(CD),CD,no,,,0.17,0.17,CMUD,CMUD,YES,104,178,Corridor,West-Transit,Main_Kent,Jones_Michelle,Sanders_Sonja,YES,,2008/06/20 00:00:00+00,2008/12/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,10239.625,506.4058548099478,"{'lng': -80.90203820289587, 'lat': 35.22503806364637}",35.22503806364637,-80.90203820289587
76,565780,2005-135,The F.A. Bartlett Tree Expert Co.,R-3,RE-1(CD),CD,no,,,17.6213,101.6,CMUD,CMUD,NO,171,356,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES,,2005/06/18 00:00:00+00,2005/10/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-135%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,767583.7439575195,3608.101190475711,"{'lng': -81.00273472908513, 'lat': 35.08253010048886}",35.08253010048886,-81.00273472908513
77,565781,1998-125,,"R-22MF, B-1, I-1(CD)",I-1(CD),,no,,,,,,,,,,,,,,,,,,1999/01/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,435798.2708129883,3105.095427384138,"{'lng': -80.9157684826051, 'lat': 35.195417368590064}",35.195417368590064,-80.9157684826051
78,565782,2003-096,,R-3,INST(CD),,no,,,,,,,,,,,,,,,,,,2003/11/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,34016.37384033203,811.7988863664548,"{'lng': -80.88048929785617, 'lat': 35.31313544320905}",35.31313544320905,-80.88048929785617
79,565783,1999-099,,R-4,MX-2,,no,,,,,,,,,,,,,,,,,,1999/10/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,4303051.407775879,11566.929967051678,"{'lng': -80.77582662351598, 'lat': 35.24563309591295}",35.24563309591295,-80.77582662351598
80,565784,2018-143,LIV Development,B-2(CD),TOD-M(O),CD,no,none,NO,8.5,8.5,CMUD,CMUD,YES,71,,Corridor,East,Mandy Rosen,Grant Meacci,Sonja Sanders,,,2018/11/19 10:35:24+00,2019/04/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-143.aspx,,,,,,,,,,,,,,,,,,61833.938293457024,1036.2224316920592,"{'lng': -80.76385882187982, 'lat': 35.28042897595002}",35.28042897595002,-80.76385882187982
81,565785,2004-079,The Charlotte-Mecklenburg Planning Commission,I-2,MUDD-O,CD,no,,,0.5997,1.44,CMUD,CMUD,YES,102,29,,Central,Neely_Cheryl,Howard_John,Waldron_Charlotte,YES, ,2004/04/26 00:00:00+00,2004/09/20 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-079%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,26126.26336669922,648.3563403292683,"{'lng': -80.82292541973177, 'lat': 35.22805516220443}",35.22805516220443,-80.82292541973177
82,565786,2003-013,,R-3,R-8MF(CD),,no,,,,,,,,,,,,,,,,,,2003/03/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,303534.91625976557,2442.643020750467,"{'lng': -80.85232360937842, 'lat': 35.040929342113735}",35.040929342113735,-80.85232360937842
83,565787,2015-012,Charlotte-Mecklenburg Planning Department,R-5,TOD,NC,no,none,NO,0.025,0.025,CMUD,CMUD,YES,89,,Wedge,Central,Cornett_Kathy,Goodwin_Alan,Lyte-Graham_Claire,,NO,2014/11/20 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-012.aspx,,,,,,,,,,,,,,,,,,2946.153564453125,226.3249393026207,"{'lng': -80.80546197091287, 'lat': 35.24603527915256}",35.24603527915256,-80.80546197091287
84,565788,1998-029(C),,R-3,RE-1,,no,,,,,,,,,,,,,,,,,,1998/07/14 00:00:00+00,App,,,,,,,,,,,,,,,,,,,554863.0203857422,3210.1925544501923,"{'lng': -80.76962790785822, 'lat': 35.33917170652436}",35.33917170652436,-80.76962790785822
85,565789,2014-119,City of Charlotte (N&BS),B-2,MUDD-O,CD,no,none,NO,20.32,20.32,CMUD,CMUD,YES,112,,Corridor,Central,Osborne_Alysia,Dixon_Bridget,John Kinley,,NO,2014/09/22 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-119.aspx,,,,,,,,,,,,,,,,,,987945.7262573242,4024.4911908667145,"{'lng': -80.79609221179899, 'lat': 35.204808636571734}",35.204808636571734,-80.79609221179899
86,565790,1996-087,,I-1(CD),I-1(CD),,SPA,,,,,,,,,,,,,,,,,,1996/12/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,665672.0916137695,3438.935677270459,"{'lng': -80.83985510851203, 'lat': 35.279766573758955}",35.279766573758955,-80.83985510851203
87,565791,2004-033,AAC Acquisitions LLC,R-3,CC,CD,no,,,54.7698,93.3, , ,NO,97,283,,East,Farrington_Berry,Howard_John,Waldron_Charlotte,WD, ,2003/12/17 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,2385764.5280151367,6387.339761003736,"{'lng': -80.64645603147828, 'lat': 35.22279732292256}",35.22279732292256,-80.64645603147828
88,565792,2019-102,City of Charlotte,I-2,TOD-NC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,319461.6282348633,3309.6199257401477,"{'lng': -80.82598558849875, 'lat': 35.23052736231819}",35.23052736231819,-80.82598558849875
89,565793,2009-006,NoDa Tidewater Development LLC,I-1,UR-2,NC,no,,,13.57,13.57,CMUD,CMUD,YES,89,220,Corridor,Northeast-Transit,Cornett_Kathy,Dhindaw_Jaya,Keplinger_Tammie,NO,,2008/10/27 00:00:00+00,2009/03/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-006.aspx,,,,,,,,,,,,,,,,,,17071.564086914062,539.5307426413225,"{'lng': -80.80007188673194, 'lat': 35.251504009243156}",35.251504009243156,-80.80007188673194
90,565794,2009-037,"Charlotte-Mecklenburg Housing Partnership, Inc.",MX-1,R-17MF(CD),CD,no,LLW-PA,,4.15,4.15,CMUD,CMUD,YES,125,369,Wedge,Southwest,Gonzalez_Alberto,Goodwin_Alan,Fortune_Solomon,NO,,2009/02/23 00:00:00+00,2009/06/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-037.aspx,,,,,,,,,,,,,,,,,,158208.34619140625,1876.996409269545,"{'lng': -80.97680709971723, 'lat': 35.17380585845357}",35.17380585845357,-80.97680709971723
91,565795,1997-032,,UMUD,UMUD-O,,no,,,,,,,,,,,,,,,,,,1997/05/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,82325.04705810548,1343.1802453368598,"{'lng': -80.8389210798494, 'lat': 35.230889892123166}",35.230889892123166,-80.8389210798494
92,565796,2005-089,"Lowe's Home Centers, Inc.",I-1,MUDD-O,CD,no,,,6.2368,11.39,CMUD,CMUD,YES,"110,111",145,,West-Transit,Cornett_Kathy,Howard_John,Keplinger_Tammie,YES,,2005/03/18 00:00:00+00,2005/10/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-089%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,271678.2031860352,2296.606560223468,"{'lng': -80.86067294058472, 'lat': 35.2050023161113}",35.2050023161113,-80.86067294058472
93,565797,1987-039(C),,,I-1(CD),, ,,,,,,,,,,,,,,,,,,1987/08/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,660199.3518676758,3441.040269252958,"{'lng': -80.94043691421622, 'lat': 35.19405672812874}",35.19405672812874,-80.94043691421622
94,565798,2015-071,"Spectrum Properties Residential, Inc.",I-2,TOD-M,NC,no,none,NO,0.68,0.68,CMUD,CMUD,YES,102,,Corridor,Central,Main_Kent,Goodwin_Alan,Fortune_Solomon,,NO,2015/03/23 00:00:00+00,2015/07/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-071.aspx,NO,TOD-M,,,,,,,,,,,,,,,,41541.85321044922,1113.8698588712891,"{'lng': -80.85433357387615, 'lat': 35.21891333624716}",35.21891333624716,-80.85433357387615
95,565799,1999-025,,R-4,O-1(CD),,no,,,,,,,,,,,,,,,,,,1999/03/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,273114.3842163086,2195.9855417612594,"{'lng': -80.76764466787576, 'lat': 35.18627283663686}",35.18627283663686,-80.76764466787576
96,565800,2014-111,"Cambridge Properties, Inc.",B-1(CD),B-1(CD),CD,SPA,none,NO,3.31,3.31,CMUD,CMUD,YES,,,Wedge,East,Osborne_Alysia,Dixon_Bridget,Lyte-Graham_Claire,,NO,2014/08/25 00:00:00+00,2014/12/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-111.aspx,NO,Retail,,,,,,,,,,,,,,,,103052.19549560547,1371.7399867351487,"{'lng': -80.69551660194271, 'lat': 35.21187704748098}",35.21187704748098,-80.69551660194271
97,565801,1998-064(C),,R-3,MX-2,,no,LWPA; LWCA,,,,,,,,,,,,,,,,,1999/01/12 00:00:00+00,App,,,,,9/11/2002,,,,,,,,,,,,,,1145950.3301391602,5689.039657242075,"{'lng': -80.9858008441839, 'lat': 35.307182569282844}",35.307182569282844,-80.9858008441839
98,565802,1990-012,,R-20MF,R-20MF,,SPA,,,,,,,,,,,,,,,,,,1990/03/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1776753.7310180662,5387.576928882799,"{'lng': -80.8359206172167, 'lat': 35.07963396500402}",35.07963396500402,-80.8359206172167
99,565803,1988-076,,R-6MF,R-12MF,,no,,,,,,,,,,,,,,,,,,1988/10/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,347278.1578369141,3291.287368266981,"{'lng': -80.81588539109782, 'lat': 35.227355422453634}",35.227355422453634,-80.81588539109782
100,565804,2004-057,Tuscan Development,O-2,MUDD(CD),CD,no,,,1.5475,1.38,CMUD,CMUD,YES,111,95,,Central,Neely_Cheryl,Howard_John,Waldron_Charlotte,YES,Yes,2004/02/23 00:00:00+00,2004/06/21 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-057%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,67410.63732910156,1092.7139408650864,"{'lng': -80.8369500150776, 'lat': 35.20835212702449}",35.20835212702449,-80.8369500150776
101,565805,1993-030,,I-2(CD),I-2(CD),,SPA,,,,,,,,,,,,,,,,,,1993/07/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,20574.41802978516,581.8788792256117,"{'lng': -80.80975421443631, 'lat': 35.24311917045729}",35.24311917045729,-80.80975421443631
102,565806,1995-046(C),,R-3,RE-1,,no,,,,,,,,,,,,,,,,,,1995/11/14 00:00:00+00,App,,,,,,,,,,,,,,,,,,,388112.44384765625,3152.8712254350808,"{'lng': -80.74778856968366, 'lat': 35.334244655326465}",35.334244655326465,-80.74778856968366
103,565807,2005-062,The Drakeford Company,UR-2(CD),UR-2(CD),CD,SPA,,,0.7602,1.61,CMUD,CMUD,YES,101,32,,Southeast-Transit,Johnson_Garet,Vincent_Kourtnie,Drake_Tom,YES,,2005/01/24 00:00:00+00,2005/06/20 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,33118.39654541016,752.4027979344179,"{'lng': -80.80395874457211, 'lat': 35.220597410259884}",35.220597410259884,-80.80395874457211
104,565808,1996-072,,R-3,I-1(CD),,no,,,,,,,,,,,,,,,,,,1996/10/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,36665.65167236328,847.3707990873394,"{'lng': -80.9324832527598, 'lat': 35.19266918522688}",35.19266918522688,-80.9324832527598
105,565809,1995-076,,R-3,O-2(CD),,no,,,,,,,,,,,,,,,,,,1995/11/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,54116.48083496094,945.9044558252284,"{'lng': -80.92084005677212, 'lat': 35.143812240220804}",35.143812240220804,-80.92084005677212
106,565810,2013-006,Alphabet City Development,NS,NS,CD,SPA,none,NO,,,,,,,,Mixed Use Activity Center,Northeast,Main_Kent,Jones_Michelle,,,,2012/10/24 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-006.aspx,,,,,,,,,,,,,,,,,,112817.22729492188,1506.8416760540479,"{'lng': -80.78414270642759, 'lat': 35.373245583873796}",35.373245583873796,-80.78414270642759
107,565811,2008-014,Rocky River Road Assoc.,R-3,R-8MF(CD),CD,no,,,72.41,72.41,CMUD,CMUD,NO,73,277,Wedge,Northeast,Mccullough_Melony,Dhindaw_Jaya,Drake_Tom,YES,,2007/09/26 00:00:00+00,2008/04/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,1823049.3426513672,5741.397115464547,"{'lng': -80.67709433732144, 'lat': 35.29296390951177}",35.29296390951177,-80.67709433732144
108,565812,2007-084,Pastor Karen W. Woods,R-3,I-1,NC,no,,,1.9,1.9,PRV,CMUD,YES,128,363,Center,Southwest,Main_Kent,Vincent_Kourtnie,Lyte-Graham_Claire,YES,,2007/04/13 00:00:00+00,2007/09/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,82319.763671875,1196.0055920090772,"{'lng': -80.95205436905162, 'lat': 35.170316794261005}",35.170316794261005,-80.95205436905162
109,565813,1999-067,,O-1,B-1,,no,,,,,,,,,,,,,,,,,,1999/07/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,43977.312927246094,892.1747282266165,"{'lng': -80.73434489505132, 'lat': 35.201285879871136}",35.201285879871136,-80.73434489505132
110,565814,2008-111,RWB Properties,R-3,INST(CD),CD,no,,,7.8,7.8,CMUD,CMUD,YES,132,362,Wedge,Southwest,Gonzalez_Alberto,Goodwin_Alan,Manes_Tim,YES,,2008/04/25 00:00:00+00,2008/09/22 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,153966.69018554688,1582.7598135819683,"{'lng': -80.95382389675856, 'lat': 35.1521708630122}",35.1521708630122,-80.95382389675856
111,565815,2006-035,Charlotte-Mecklenburg Planning Commission,B-2,B-1,NC,no,,,,83.0,CMUD,CMUD,YES,88,,,Central,Neely_Cheryl,Howard_John,Howard_John,YES,,2005/12/07 00:00:00+00,2006/04/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,89064.82684326172,1348.4429399523885,"{'lng': -80.86006064536863, 'lat': 35.24329928689721}",35.24329928689721,-80.86006064536863
112,565816,2018-029,Metrolina Properties Limited Partnership,BP,UR-2(CD),CD,no,none,NO,15.78,15.78,CMUD,CMUD,NO,44,,Mixed Use Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2018/03/23 00:00:00+00,2018/06/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-029.aspx,,,,,,,,,,,,,,,,,,583159.3129882811,4002.818989400788,"{'lng': -80.85401210895206, 'lat': 35.35912116513952}",35.35912116513952,-80.85401210895206
113,565817,1992-005,,INST,O-1(CD),,no,,,,,,,,,,,,,,,,,,1992/07/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,750375.6430664062,3507.921113270036,"{'lng': -80.75248914634311, 'lat': 35.29928681139765}",35.29928681139765,-80.75248914634311
114,565818,2001-035,,O-2(CD),B-1(CD),,no,,,,,,,,,,,,,,,,,,2001/05/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,198614.39837646484,1766.523689899351,"{'lng': -80.75642694483085, 'lat': 35.3079276358009}",35.3079276358009,-80.75642694483085
115,565819,2009-077,Parks Hunter,R-3,INST(CD),CD,no,,,7.23,7.23,CMUD,CMUD,YES,179,468,Wedge,South,Suttle_Bryman,Dhindaw_Jaya,Fortune_Solomon,NO,,2009/08/25 00:00:00+00,2010/01/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-077.aspx,,Inst,,,,,,,,,,,,,,,,317228.09899902344,2633.62102635182,"{'lng': -80.73029005140909, 'lat': 35.07331301780187}",35.07331301780187,-80.73029005140909
116,565820,2014-012,"Lincoln Harris, LLC",MUDD-O,MUDD-O,CD,SPA,none,NO,6.1,6.1,CMUD,CMUD,YES,135,,Mixed Use Activity Center,South,Main_Kent,Dixon_Bridget,Sanders_Sonja,,NO,2013/11/25 00:00:00+00,2014/03/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-012.aspx,,Mix19,,,,,,,,,,,,,,,,305808.5637817383,2352.3920476709313,"{'lng': -80.83847548253655, 'lat': 35.15505265167205}",35.15505265167205,-80.83847548253655
117,565821,1994-063,,B-2,U-I,,no,,,,,,,,,,,,,,,,,,1994/10/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,221863.35400390625,1938.8479393954638,"{'lng': -80.84157737892957, 'lat': 35.21480070858112}",35.21480070858112,-80.84157737892957
118,565822,2020-036,Charlotte Planning Design and Development,Unzoned,B-2,NC,no,PED,NO,0.56,0.56,CMUD,CMUD,YES,101,,Corridor,Central,John Kinley,Grant Meacci,John Kinley,,,2020/02/05 16:52:50+00,2020/05/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2020Petitions/Pages/2020-036.aspx,,,,,,,,,,,,,,,,,,27165.87078857422,886.1120012107523,"{'lng': -80.81474463115927, 'lat': 35.2184128645612}",35.2184128645612,-80.81474463115927
119,565823,2018-149,"West End Investments, LLC",B-1 PED,MUDD-O PED,CD,no,PED,NO,4.1339999999999995,4.1339999999999995,CMUD,CMUD,YES,88,,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2018/11/21 09:17:08+00,2019/04/15 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-149.aspx,,,,,,,,,,,,,,,,,,41832.544006347656,829.4040097480162,"{'lng': -80.85911177815372, 'lat': 35.238626854995765}",35.238626854995765,-80.85911177815372
120,565824,1993-096A&B,,R-22MF,R-5,,no,,,,,,,,,,,,,,,,,,1993/11/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,7490679.294433594,13408.51279745213,"{'lng': -80.87095876879697, 'lat': 35.24437483353764}",35.24437483353764,-80.87095876879697
121,565825,1993-022(C),,R-12PUD,BP(CD),Conditional,SPA,,,,,,,,,,,,,,,,,,1993/10/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2688377.116210937,6750.780513271125,"{'lng': -80.85858021250445, 'lat': 35.058777743856545}",35.058777743856545,-80.85858021250445
122,565826,1999-035,,"UR-2, B-2",UR-2(CD),,no,,,,,,,,,,,,,,,,,,1999/05/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,202520.13818359372,1864.2063324468054,"{'lng': -80.82984138793859, 'lat': 35.225022457958985}",35.225022457958985,-80.82984138793859
123,565827,2015-074,"1700 South, LLC",B-1,TOD-M,NC,no,none,NO,0.26,0.26,CMUD,CMUD,YES,102,,Corridor,Central,Main_Kent,Goodwin_Alan,Fortune_Solomon,,NO,2015/04/27 00:00:00+00,2015/10/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-074.aspx,NO,TOD-M,,,,,,,,,,,,,,,,15054.158203125,614.3231650496801,"{'lng': -80.85729345159463, 'lat': 35.21268735837892}",35.21268735837892,-80.85729345159463
124,565828,2018-078,Monte Richey/Conformity Corp.,R-6,UR-2(CD),CD,no,none,NO,0.74,0.74,CMUD,CMUD,YES,111,,Wedge,Central,Julia Lund,Grant Meacci,Fortune_Solomon,,,2018/06/07 00:00:00+00,2018/12/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-078.aspx,,,,,,,,,,,,,,,,,,34050.32794189453,947.154973103016,"{'lng': -80.83376917121832, 'lat': 35.20741005573132}",35.20741005573132,-80.83376917121832
125,565829,2017-152,"Lockard Development, Inc.",NS,MUDD-O,CD,no,none,NO,8.914,8.914,CMUD,CMUD,YES,"38, 43",,Mixed Use Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2017/09/25 00:00:00+00,2018/01/26 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-152.aspx,,Retail,,,,,,,,,,,,,,,,387959.4983520508,2686.905937146867,"{'lng': -80.78588519377752, 'lat': 35.36636991893574}",35.36636991893574,-80.78588519377752
126,565830,2003-068,,I-1,I-2,,no,,,,,,,,,,,,,,,,,,2003/09/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,954436.3680419922,4085.253537885799,"{'lng': -80.8424952740564, 'lat': 35.31760281333793}",35.31760281333793,-80.8424952740564
127,565831,2014-102,Charlotte-Mecklenburg Planning Department,No Zoning,UMUD,CD,no,none,NO,0.59,0.59,CMUD,CMUD,YES,,,Center City Activity Center,Center,Thilo_Dan,Thilo_Dan,,,NO,2014/08/25 00:00:00+00,2014/12/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-102.aspx,NO,Res_Off_Retail,,,,,,,,,,,,,,,,26170.552185058594,1129.0932557912015,"{'lng': -80.84646099749692, 'lat': 35.22097597072655}",35.22097597072655,-80.84646099749692
128,565832,2014-003,George W. Macon,R-3,O-1(CD),CD,no,none,NO,4.98,4.98,CMUD,CMUD,YES,185,,Wedge,South,Main_Kent,Dixon_Bridget,Fortune_Solomon,,YES,2013/10/28 00:00:00+00,2014/11/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-003.aspx,,Office1,,,,,,,,,,,,,,,,210907.7673339844,1909.9387916400876,"{'lng': -80.8374232086032, 'lat': 35.02617631123752}",35.02617631123752,-80.8374232086032
129,565833,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,,,9.0707,8.55,CMUD,CMUD,YES,110,152,,South-Transit,Harmon_Laura,Thilo_Dan,Manes_Tim,YES,,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,395119.1501464844,2749.514076710759,"{'lng': -80.8683373542194, 'lat': 35.202464780048054}",35.202464780048054,-80.8683373542194
130,565834,2005-040,"C.O. Ackerman, Jr.",R-3,O-1(CD),CD,no,,,3.9089,3.6189999999999998,CMUD,CMUD,NO,127,371,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES, ,2004/12/22 00:00:00+00,2005/04/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,170272.2036743164,1715.2806574311105,"{'lng': -80.93923234088132, 'lat': 35.167378840576426}",35.167378840576426,-80.93923234088132
131,565835,1986-021(C),,,O-6,, ,,,,,,,,,,,,,,,,,,1986/12/01 00:00:00+00,,,,,,,,,,,,,,,,,,,,344063.3461303711,2345.552686772025,"{'lng': -80.80354896367193, 'lat': 35.30117275312586}",35.30117275312586,-80.80354896367193
132,565836,2004-014,Centex Homes,R-3,MX-1(INNOV),CD,no,,,396.1877,401.0,CMUD,CMUD,NO,"177,178,180,181",327,,South,Main_Kent,Dixon_Bridget,Drake_Tom,YES,Yes,2003/10/27 00:00:00+00,2004/05/17 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-014%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,17257867.321472168,21302.0207303372,"{'lng': -80.78423609223, 'lat': 35.05516716179646}",35.05516716179646,-80.78423609223
