,NPA,year,Petitioner,FromZone,ToZone,Type,SPA,INNOV,Acres,Water,Sewer,CityLimit,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Received,Approved,Decision,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,low_birthweight,public_health_insurance,age_of_death,impervious_surface,water_consumption,neighborhood_school_attendance,highschool_graduation_rate,proficiency_elementary_school,proficiency_middle_school,proficiency_high_school,student_absenteeism,voters_participating,neighborhood_organizations,voter_participation,vacant_land,population_density,population,transit_ridership,street_connectivity,bicycle_friendliness
71,17,2015,QuikTrip Corporation,R-4,B-1(CD),CD,no,NO,5.11,CMUD,CMUD,YES,Wedge,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/04/27 00:00:00+00,2016/01/19 00:00:00+00,App,,472.0,,38.0,,36.0,,19.4,,71.93,81.0,36.2204724409449,19.83,37.93,11.6803278688525,374.0,3.0,19.0,1.7,7.0,3387.0,62.0,1.18,1.4
72,17,2015,QuikTrip Corporation,B-1(CD),B-1(CD),CD,SPA,NO,5.11,CMUD,CMUD,YES,Wedge,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/04/27 00:00:00+00,2016/01/19 00:00:00+00,App,,472.0,,38.0,,36.0,,19.4,,71.93,81.0,36.2204724409449,19.83,37.93,11.6803278688525,374.0,3.0,19.0,1.7,7.0,3387.0,62.0,1.18,1.4
73,18,2015,"North Wendover Partners, LLC",R-3,UR-2(CD),CD,no,NO,2.48,CMUD,CMUD,YES,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2015/06/22 00:00:00+00,,Den,,497.0,,29.0,,4.0,,22.8,,83.73,89.0,76.0,81.54,50.0,3.27868852459016,608.0,4.0,30.0,9.0,6.0,3433.0,87.0,1.17,1.6
74,18,2018,"Selwyn Property Group, Inc.",R-3,UR-2(CD),CD,no,NO,1.77,CMUD,CMUD,YES,Wedge,Central,Grant Meacci,Catherine Mahoney,Fortune_Solomon,2018/08/16 00:00:00+00,,Wd,,419.0,,25.0,,,,23.4,219.0,,,,,,,1436.0,,70.0,8.0,5.0,3372.0,,1.16,1.6
75,18,2018,Blue Azalea-Providence LLC,R-3,R-8 (CD),CD,no,NO,1.08,CMUD,CMUD,YES,Wedge,Central,Catherine Mahoney,Grant Meacci,Solomon Fortune,2018/10/15 09:14:20+00,2019/07/15 00:00:00+00,App,,419.0,,25.0,,,,23.4,219.0,,,,,,,1436.0,,70.0,8.0,5.0,3372.0,,1.16,1.6
76,20,2018,"Hopper Communities, Inc",R-12MF(CD),UR-2(CD),CD,no,NO,2.03,CMUD,CMUD,YES,Wedger,South,Kent Main,Grant Meacci,John Kinley,2018/07/17 00:00:00+00,2018/11/19 11:13:55+00,App,,1081.0,,74.0,,,,23.3,136.0,,,,,,,1341.0,,70.0,4.2,8.0,3146.0,,1.09,1.5
77,20,2016,Michael L. Lavelle,NS,NS,CD,SPA,NO,0.9,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2016/09/26 00:00:00+00,2017/01/17 00:00:00+00,App,1.4,1009.0,71.4,69.0,10.0,,79.0,23.3,143.0,91.9,85.0,76.4,67.4,79.2,6.0,1670.0,,82.0,4.0,8.0,3145.0,,1.08,1.5
78,20,2015,"Village at Robinson Farm, LLC",NS,NS,CD,SPA,NO,5.69,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,Fortune_Solomon,2014/10/27 00:00:00+00,2015/03/16 00:00:00+00,App,,1009.0,,69.0,,5.0,,23,,95.25,100.0,65.7142857142857,61.9,79.17,5.53846153846154,413.0,2.0,23.0,4.2,8.0,3145.0,,1.08,1.5
79,21,2014,Charlotte-Mecklenburg Planning Department,I-2,TOD-M,NC,no,NO,2.4,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Sanders_Sonja,2013/10/28 00:00:00+00,2014/02/17 00:00:00+00,App,1.7,0.0,55.4,0.0,8.3,32.0,62.0,,111.0,77.75,57.0,39.44954128440367,23.232323232323232,28.57142857142857,9.915611814345992,375.0,4.0,42.0,,,,183.0,,
80,21,2019,Anthony Kuhn,I-2,TOD-UC,NC,no,NO,2.55,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Michael Russell,2019/11/07 07:30:02+00,2020/05/18 16:38:34+00,App,,,,,,,,,,,,,,,,,,,,,,,,
81,21,2016,"Noda GrenwayOne, LLC & Noda Greenway Two, LLC",I-1,TOD-M(CD),CD,no,NO,18.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,,64.0,8.1,3.0,3005.0,,1.18,1.3
82,21,2017,Ninety-Eight and Three Quarters Holdings LLC,R-5,B-2(CD),CD,no,NO,0.38,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/03/27 00:00:00+00,2017/09/18 00:00:00+00,App,,445.0,,44.0,,30.0,,28.3,,72.0,92.0,37.1,34.6,30.0,12.0,150.0,,10.0,8.1,3.0,3009.0,,1.18,1.3
83,21,2015,"Cresent Acquisitions, LLC",UR-2(CD),TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,,,,,,2015/06/01 00:00:00+00,,Wd,,0.0,,0.0,,37.0,,28,,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
84,21,2016,"Noda Greenway One, LLC & Noda Greenway Two, LLC",I-2,TOD-M(CD),CD,no,NO,18.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,,64.0,8.1,3.0,3005.0,,1.18,1.3
85,21,2016,"Philemon NODA Partners, LLC",UR-2(CD),TOD-M(CD),CD,no,NO,9.91,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2016/06/16 00:00:00+00,2016/10/17 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,,64.0,8.1,3.0,3005.0,,1.18,1.3
86,21,2015,"Cresent Acquisitions, LLC",I-2(CD),TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,,,,,,2015/06/01 00:00:00+00,,Wd,,0.0,,0.0,,37.0,,28,,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
87,21,2019,Sugar Creek Ventures,I-2,TOD-CC,NC,no,NO,18.5,CMUD,CMUD,YES,Corridor,East,Amanda Avari,Grant Meacci,Sonja Sanders,2019/01/18 09:08:17+00,2019/06/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
88,21,2019,Canopy CLT,I-2,TOD-CC,NC,no,NO,3.1,CMUD,CMUD,YES,Corridor,East,Amanda Avari,Grant Meacci,Sonja Sanders,2019/01/22 08:42:48+00,2019/07/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
89,21,2015,"Cresent Acquisitions, LLC",I-2,TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/06/01 00:00:00+00,,Wd,,0.0,,0.0,,37.0,,28,,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
90,21,2015,"Cresent Acquisitions, LLC",I-2(CD),TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/06/01 00:00:00+00,,Wd,,0.0,,0.0,,37.0,,28,,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
91,21,2017,Flywheel Group,I-2,TOD-M(O),CD,no,NO,8.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/07/14 00:00:00+00,2017/11/20 00:00:00+00,App,,445.0,,44.0,,30.0,,28.3,,72.0,92.0,37.1,34.6,30.0,12.0,150.0,,10.0,8.1,3.0,3009.0,,1.18,1.3
92,21,2015,"Cresent Acquisitions, LLC",I-2,TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,,,,,,2015/06/01 00:00:00+00,,Wd,,0.0,,0.0,,37.0,,28,,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
93,21,2015,"Cresent Acquisitions, LLC",UR-2(CD),TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/06/01 00:00:00+00,,Wd,,0.0,,0.0,,37.0,,28,,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
94,21,2016,"Noda Greenway One, LLC & Noda Greenway Two, LLC",I-2(CD),TOD-M,CD,no,NO,18.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,,64.0,8.1,3.0,3005.0,,1.18,1.3
95,21,2016,"Philemon NODA Partners, LLC",I-1,TOD-M(CD),CD,no,NO,9.91,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2016/06/16 00:00:00+00,2016/10/17 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,,64.0,8.1,3.0,3005.0,,1.18,1.3
96,21,2015,"Cresent Acquisitions, LLC",I-1,TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/06/01 00:00:00+00,,Wd,,0.0,,0.0,,37.0,,28,,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
97,21,2015,"Cresent Acquisitions, LLC",I-1,TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,,,,,,2015/06/01 00:00:00+00,,Wd,,0.0,,0.0,,37.0,,28,,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
98,22,2017,"Optimist Park Partners, LLC",B-2,TOD-R(O),CD,no,NO,2.17,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/06/16 00:00:00+00,2017/12/18 00:00:00+00,App,,0.0,,0.0,,10.0,,24.8,,58.0,,,23.1,,30.0,114.0,,12.0,8.6,4.0,1345.0,,1.22,1.4
99,22,2016,"FCD-Development, LLC",I-2,TOD-M(CD),NC,no,YES,4.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2015/10/26 00:00:00+00,,Wd,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
100,22,2015,"DAMBCA Enterprises, LLC",R-5,TOD-MO,CD,no,NO,1.65,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Lyte-Graham_Claire,2015/01/15 00:00:00+00,2015/07/20 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
101,22,2015,"Parkwood Residences, LLC",I-2,TOD-RO,CD,no,NO,3.63,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/24 00:00:00+00,2016/03/21 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
102,22,2018,Camden Development Inc,I-2,TOD-M,NC,no,NO,0.43,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/12/14 10:56:25+00,2019/04/15 00:00:00+00,App,,0.0,,0.0,,,,27.1,99.0,,,,,,,372.0,,55.0,8.6,4.0,1328.0,,1.23,1.4
103,22,2014,"Edgeline Residential, LLC",MUDD(CD),MUDD(CD),CD,SPA,NO,2.15,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Dixon_Bridget,Fortune_Solomon,2013/12/20 00:00:00+00,2014/04/28 00:00:00+00,App,8.3,0.0,66.7,0.0,0.0,12.0,68.0,,103.0,65.31,,23.076923076923077,15.384615384615385,,5.88235294117647,179.0,2.0,41.0,,,,75.0,,
104,22,2015,"White Point Pcess Properties, LLC",B-2,TOD-M,NC,no,NO,2.1,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/23 00:00:00+00,2016/01/19 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
105,22,2015,"Parkwood Residences, LLC",I-1,TOD-RO,CD,no,NO,3.63,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/24 00:00:00+00,2016/03/21 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
106,22,2015,"300 Parkwood, LLC",B-1,TOD-RO,CD,no,NO,0.99,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/04/27 00:00:00+00,2015/10/19 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
107,22,2017,"Optimist Park Partners, LLC",B-1,TOD-R(O),CD,no,NO,2.17,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/06/16 00:00:00+00,2017/12/18 00:00:00+00,App,,0.0,,0.0,,10.0,,24.8,,58.0,,,23.1,,30.0,114.0,,12.0,8.6,4.0,1345.0,,1.22,1.4
108,22,2017,"Optimist Park Partners, LLC",R-22MF,TOD-R(O),CD,no,NO,2.17,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/06/16 00:00:00+00,2017/12/18 00:00:00+00,App,,0.0,,0.0,,10.0,,24.8,,58.0,,,23.1,,30.0,114.0,,12.0,8.6,4.0,1345.0,,1.22,1.4
109,22,2016,"ECP NoDa, LLC",MUDD-O,TOD-MO,CD,no,NO,1.123,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
110,22,2015,Wellmon Family Limited Partnership,I-2,TOD-M(CD),CD,no,NO,9.08,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Dixon_Bridget,John Kinley,2015/02/23 00:00:00+00,2015/09/21 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
111,22,2015,"White Point Pcess Properties, LLC",I-2,TOD-M,NC,no,NO,2.1,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/23 00:00:00+00,2016/01/19 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
112,22,2015,"DAMBCA Enterprises, LLC",MUDD-O,TOD-MO,CD,no,NO,1.65,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Lyte-Graham_Claire,2015/01/15 00:00:00+00,2015/07/20 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
113,22,2018,Andres Mera-Borja,I-2,UR-C,NC,no,NO,0.23,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/07/09 00:00:00+00,2018/11/19 11:10:19+00,App,,0.0,,0.0,,,,27.1,99.0,,,,,,,372.0,,55.0,8.6,4.0,1328.0,,1.23,1.4
114,22,2018,Cygnus Construction,R-8,TOD-M,NC,no,NO,0.2,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/07/25 00:00:00+00,2018/12/17 00:00:00+00,App,,0.0,,0.0,,,,27.1,99.0,,,,,,,372.0,,55.0,8.6,4.0,1328.0,,1.23,1.4
115,22,2016,"Gateway Communities NC, LLC",I-2,TOD-R(CD),CD,no,NO,0.68,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/08/19 00:00:00+00,2016/12/19 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
116,22,2016,"White Point Paces Properties, LLC",R-8,TOD-MO,CD,no,NO,11.85,CMUD,CMUD,YES,Corridor,,Amanda Vari,Monica Holmes,Sonja Sanders,2015/11/20 00:00:00+00,2016/05/16 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
117,22,2019,"White Point Partners, LLC",I-2,TOD-M,NC,no,NO,3.8,CMUD,CMUD,YES,Corridor,East,Amanda Avari,Grant Meacci,Sonja Sanders,2019/02/15 13:46:42+00,,Wd,,,,,,,,,,,,,,,,,,,,,,,,
118,22,2019,"ALB Architecture, PA",R-8,UR-C(CD),CD,no,NO,0.17,CMUD,CMUD,YES,Wedge,,Charlotte Lamb,,,2019/09/24 11:35:46+00,2020/07/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
119,22,2016,"NODA 3215, LLC",B-1,MUDD-O,CD,no,NO,0.151,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/23 00:00:00+00,2016/07/18 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
120,22,2014,John M. Meyer,B-1,MUDD-O,CD,no,NO,0.145,CMUD,CMUD,YES,Corridor,Northeast,Cornett_Kathy,Goodwin_Alan,,2014/03/14 00:00:00+00,2014/07/21 00:00:00+00,App,8.3,0.0,66.7,0.0,0.0,12.0,68.0,,103.0,65.31,,23.076923076923077,15.384615384615385,,5.88235294117647,179.0,2.0,41.0,,,,75.0,,
121,22,2015,"Cresent Communities, LLC",I-2,TOD-M(O),CD,no,NO,6.98,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Dixon_Bridget,Fortune_Solomon,2014/10/27 00:00:00+00,2015/04/20 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
122,22,2018,Harrison Tucker and John Perovich,I-2,TOD-M,NC,no,NO,0.25,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,2018/01/22 00:00:00+00,2018/05/21 00:00:00+00,App,,0.0,,0.0,,,,27.1,99.0,,,,,,,372.0,,55.0,8.6,4.0,1328.0,,1.23,1.4
123,22,2016,MV Residential Development LLC,I-2,TOD-MO,CD,no,NO,3.06,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/09/23 00:00:00+00,2017/01/17 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
124,22,2016,"White Point Paces Properties, LLC",R-8,TOD-MO,CD,no,NO,0.64,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/07/25 00:00:00+00,2016/12/19 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
125,22,2016,"White Point Paces Properties, LLC",I-2,TOD-MO,CD,no,NO,11.85,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2015/11/20 00:00:00+00,2016/05/16 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
126,22,2017,"Optimist Park Partners, LLC",R-8,TOD-R(O),CD,no,NO,2.17,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/06/16 00:00:00+00,2017/12/18 00:00:00+00,App,,0.0,,0.0,,10.0,,24.8,,58.0,,,23.1,,30.0,114.0,,12.0,8.6,4.0,1345.0,,1.22,1.4
127,22,2015,"300 Parkwood, LLC",R-8,TOD-RO,CD,no,NO,0.99,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/04/27 00:00:00+00,2015/10/19 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
128,22,2015,"White Point Pcess Properties, LLC",B-1,TOD-M,NC,no,NO,2.1,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/23 00:00:00+00,2016/01/19 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
129,22,2016,"ECP NoDa, LLC",I-2,TOD-MO,CD,no,NO,1.123,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
130,22,2016,"WP East Acquisitions, LLC",I-2,TOD-M(CD),CD,no,NO,3.23,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/10/09 00:00:00+00,2016/02/15 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
131,22,2015,Jeffrey Smith,I-2,I-1,NC,no,NO,0.413,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Sanders_Sonja,2014/12/18 00:00:00+00,2015/04/20 00:00:00+00,App,,0.0,,0.0,,15.0,,25.5,,67.57,,44.4444444444444,8.33,,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
132,22,2019,Harrison Tucker,R-8,UR-2(CD),CD,no,NO,0.397,CMUD,CMUD,NO,Corridor,East,Charlotte Lamb,Grant Meacci,Will Linville,2019/08/21 10:57:35+00,2020/05/18 16:02:33+00,App,,,,,,,,,,,,,,,,,,,,,,,,
133,22,2018,Harrison Tucker and John Perovich,R-8,UR-2(CD),CD,no,NO,0.17300000000000001,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,2018/01/22 00:00:00+00,2019/05/20 14:15:35+00,App,,0.0,,0.0,,,,27.1,99.0,,,,,,,372.0,,55.0,8.6,4.0,1328.0,,1.23,1.4
134,22,2016,"White Point Paces Properties, LLC",R-22MF,TOD-MO,CD,no,NO,11.85,CMUD,CMUD,YES,Corridor,,Amanda Vari,Monica Holmes,Sanders_Sonja,2015/11/20 00:00:00+00,2016/05/16 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
135,22,2018,Asana Partners LP,TOD-M(O),TOD-M(O),CD,SPA,NO,1.1,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/10/22 09:20:24+00,2019/02/18 09:21:36+00,App,,0.0,,0.0,,,,27.1,99.0,,,,,,,372.0,,55.0,8.6,4.0,1328.0,,1.23,1.4
136,22,2016,"Quadbridge HML Owner, LLC",MUDD-O,MUDD-O,CD,SPA,NO,9.212,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/08/22 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
137,22,2019,"ALB Architecture, PA",R-8,UR-1(CD),CD,no,NO,0.17,CMUD,CMUD,YES,Corridor,,Charlotte Lamb,,,2019/09/24 11:35:46+00,2020/07/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
138,22,2016,"White Point Paces Properties, LLC",I-2,TOD-M,NC,no,NO,0.83,CMUD,CMUD,YES,Corridor,East,Gonzalez_Alberto,Grant Meacci,John Kinley,2016/02/22 00:00:00+00,2016/06/20 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
139,22,2019,Wood Partners,TOD-M(O),TOD-UC,NC,no,NO,2.8,CMUD,CMUD,YES,Corridor,East,Charlotte Lamb,Grant Meacci,Will Linville,2019/10/03 08:53:25+00,2020/01/21 00:00:02+00,App,,,,,,,,,,,,,,,,,,,,,,,,
140,22,2016,"FCD-Development, LLC",I-2,TOD-M,NC,no,YES,4.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2015/10/26 00:00:00+00,,Wd,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
141,22,2016,"ECP NoDa, LLC",B-1,TOD-MO,CD,no,NO,1.123,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/04/28 00:00:00+00,2016/07/18 00:00:00+00,App,10.0,0.0,45.0,0.0,15.0,,58.0,24.5,119.0,69.8,,37.5,54.6,,14.0,563.0,,71.0,8.6,3.0,984.0,,1.22,1.4
